dt,Daily PL,WinningDays,LosingDays,Total BP,NetBetaDelta,DoDNetBeta,BetaIncreaseDays,BetaDecreaseDays,NetDelta,GrossDelta,SPX return,SPXUpDays,SPXDownDays,VIX return,VIXUpDays,VIXDownDays,VIX Last_PX,SPX Last_PX,FirmBeta,DoD FirmBeta,BAS TLT US Equity,BAS TLT DoD,BAS TLT Up Streak,BAS TLT Down Streak,BAS IEF US Equity,BAS IEF DoD,BAS IEF Up Streak,BAS IEF Down Streak,BAS SPX Index,BAS SPX DoD,BAS SPX Up Streak,BAS SPX Down Streak,VIX PC VOL RATIO,VIX PC VOL RATIO DoD,VIX PC VOL RATIO Up Streak,VIX PC VOL RATIO Down Streak,VIX PUT OI,VIX PUT VOL,VIX PUT VOL/OI,VIX CALL OI,VIX CALL VOL,VIX CALL VOL/OI,VIX LAST ON 5dMAVG m1,VIX LAST ON 10dMAVG m1,SPX LAST ON 5dMAVG m1,SPX LAST ON 10dMAVG m1,SPX OtO Returns,VIX OtO Returns,SPX OtC Returns,VIX OtC Returns,SPX INDX_ADV_NUM,SPX INDX_DECL_NUM,SPX MOV_AVG_30D,SPX MOV_AVG_200D,SPX MOV_AVG_5D,SPX MOV_AVG_20D,SPX NUM_MEMB_MACD_GT_BASE_LINE_0,SPX NUM_MEMB_SIGNAL_GT_BASE_LINE_0,SPX PCT_MEMB_MACD_GT_BASE_LINE_0,SPX PCT_MEMB_SIGNAL_GT_BASE_LINE_0,SPX NUM_MEMB_MACD_BUY_SIGNAL_LST_10D,SPX NUM_MEMB_MACD_SL_SIGNAL_LST_10D,SPX PCT_MEM_MACD_BUY_SIGNAL_LST_10D,SPX PCT_MEM_MACD_SL_SIGNAL_LST_10D,SPX NUM_MEMB_WITH_14D_RSI_GT_70,SPX NUM_MEMB_WITH_14D_RSI_LT_30,SPX NUM_MEMB_14D_RSI_BETWEEN_30_&_70,SPX PCT_MEMB_WITH_14D_RSI_GT_70,SPX PCT_MEMB_WITH_14D_RSI_LT_30,SPX PCT_MEMB_14D_RSI_BETWEEN_30_&_70,IVE PX_LAST,MTUM  PX_LAST,GLD PX_VOLUME,GLD MOVING_AVG_20D,GLD BAS,SPY RSI_9D,SPY RSI_14D,SPX H-L,VIX H-L,SPX Term Spread,NDX_Last,NDX OtO Returns,NDX OtC Returns,NDX OI PUTS,NDX VOLUME PUTS,NDX PUTS VOL ON OI,NDX OI CALLS,NDX VOLUME CALLS,NDX CALLS VOL ON OI,NDX H-L,UKX_Last,UKX OtO Returns,UKX OtC Returns,UKX OI PUTS,UKX VOLUME PUTS,UKX PUTS VOL ON OI,UKX OI CALLS,UKX VOLUME CALLS,UKX CALLS VOL ON OI,UKX H-L,HSI_Last,HSI OtO Returns,HSI OtC Returns,HSI OI PUTS,HSI VOLUME PUTS,HSI PUTS VOL ON OI,HSI OI CALLS,HSI VOLUME CALLS,HSI CALLS VOL ON OI,HSI H-L,MXWD_Last,MXWD OtO Returns,MXWD OtC Returns,MXWD H-L,NFP_T_Last,INJCJC Index LAST,INJCSP Index LAST,SX5E_Last,SX5E OtO Returns,SX5E OtC Returns,SX5E OI PUTS,SX5E VOLUME PUTS,SX5E PUTS VOL ON OI,SX5E OI CALLS,SX5E VOLUME CALLS,SX5E CALLS VOL ON OI,SX5E H-L,SPX OI PUTS,SPX VOLUME PUTS,SPX PUTS VOL ON OI,SPX OI CALLS,SPX VOLUME CALLS,SPX CALLS VOL ON OI,WeekDay,MonthDay,Quarter,SPX OPEN,SPX HIGH,SPX LOW,INDU_Last,INDU OtO Returns,INDU OtC Returns,INDU OPEN,INDU HIGH,INDU LOW
10/24/2019,346973,3,0,255000000,40349283,17614912,1,0,41095146,164853874,0.0000000000,0,3,-0.0200000000,0,2,13.71,3010,0.98,0,0.0000718420,0.0019397250,1,0,0.0000894330,0.0000894000,1,0, 0.0300000000 ,0.0000000000,0,16,0.1800000000,0.6363636360,1,0,1476049,94405,0.0600000000,4257480,214945,0.0504864380,-0.0300000000,-0.0300000000,0.0000000000,0.0100000000,-0.0038012724,-0.0204802260,-0.0014893292,-0.0193133047,239, 262 ,2973,2875,3001,2962,319,293,63,58,74,33,15,7,45,9,451,9,2,89,121.51,118.68,6275566,140.6925,0.0000706489,69.8737,62.6153,15.65,0.94,-2.8195,7966.72,-0.0037241256,0.0013184636,61551,6828,0.110932398,33429,3863,0.115558348,56.94,7328.25,0.0092979503,0.0092979503,1281590,13777,0.010749928,703010,23314,0.033163113,83.41,26797.95,0.0054260567,0.0055127325,1281590,29818,0.023266411,703010,23546,0.033493122,218.25,530.36,0.0028749220,0.0031208035,2.28,151368,213,1700,3621.37,0.0030927949,0.0026996196,24213009,578556,0.010749928,13088878,403353,0.033163113,19.04,11946384,479124,0.040106194,5115540,310802,0.06075644,5,24,4,3014.78,3016.07,3000.42,26805.53,-0.0038789422,-0.0032869871,26893.93,26931.78,26714.34
10/25/2019,598354,4,0,255000000,46639564,6290281,2,0,43951036,189598196,0.0000000000,0,4,-0.0800000000,0,3,12.65,3023,1.06,0.081632653,0.0001443940,1.0098909830,2,0,0.0000896420,0.0023306890,2,0, 0.0200000000 ,-0.3333333330,0,17,0.4500000000,1.5000000000,2,0,1513940,108462,0.0700000000,4354695,210880,0.0484258944,-0.0800000000,-0.0900000000,0.0000000000,0.0100000000,0.0095893877,-0.0108147080,0.0064029141,-0.0650406504,308, 196 ,2973,2877,3008,2965,331,302,66,60,60,41,12,8,51,12,442,10,2,88,122.18,119.02,6011459,140.7325,0.0000704846,75.2458,67.8841,25.45,1.17,-3.1435,8029.22,0.0182663437,0.0129462821,64696,9774,0.151075801,34369,6667,0.19398295,106.69,7324.47,-0.0005158121,-0.0005158121,1282899,5802,0.00452257,704676,7296,0.010353694,51.39,26667.39,-0.0009527669,-0.0047862264,1282899,19544,0.015234247,704676,22402,0.031790497,174.46,531.77,0.0027535221,0.0029044000,2.9,151368,217,1695,3624.68,0.0002898319,0.0005216974,24381449,515635,0.00452257,13156635,294424,0.010353694,26.64,12200762,670468,0.054952961,5213387,476844,0.091465299,6,25,4,3003.32,3027.39,3001.94,26958.06,0.0093588522,0.0062878855,26789.61,27015.37,26765.68
10/28/2019,691440,5,0,255000000,32386937,-14252627,0,1,31523617,176749517,0.0100000000,1,0,0.0400000000,1,0,13.11,3039,1.03,-0.028301887,0.0000728410,-0.4955384780,0,1,0.0000899560,0.0035082980,3,0, 0.0300000000 ,0.5000000000,1,0,0.5100000000,0.1333333330,3,0,1539334,49656,0.0300000000,4463451,213126,0.0477491519,-0.0400000000,-0.0400000000,0.0100000000,0.0100000000,0.0010784534,-0.0021865889,0.0024075564,0.0076863951,308, 196 ,2975,2879,3015,2968,332,304,66,60,53,48,11,10,62,14,429,12,3,85,122.72,119.58,5442028,140.821,0.0000710858,72.1888,85.217,11.96,0.48,-3.0909,8110.67,0.0037366550,0.0048665719,59855,4760,0.07952552,34346,5857,0.170529319,48.83,7331.28,0.0009297601,0.0009297601,1286459,14262,0.011086245,705635,10880,0.015418736,55.33,26891.26,0.0096170692,0.0045255697,1286459,24453,0.01900799,705635,19934,0.028249733,242.98,534.02,0.0045139085,0.0043822528,3.05,151368,217,1695,3625.69,0.0004663561,0.0005105082,24463937,477889,0.011086245,13205797,235916,0.015418736,23.11,12009395,821466,0.068401947,5165178,490646,0.094991112,2,28,4,3032.12,3044.08,3032.12,27090.72,0.0007670025,0.0018635128,27040.33,27167.88,27028.71
10/29/2019,-617019,0,1,255000000,30935789,-1451148,0,2,28915068,181781502,0.0000000000,0,1,0.0100000000,2,0,13.2,3037,1.07,0.038834951,0.0000727930,-0.0006551410,0,2,0.0000898760,-0.0008987550,0,1, 0.0300000000 ,0.0000000000,0,1,0.1700000000,-0.6666666670,0,1,1694413,257848,0.1500000000,4612589,284531,0.0616857474,-0.0100000000,-0.0400000000,0.0000000000,0.0100000000,0.0014330943,-0.0102264427,0.0004941704,0.0030395137,278, 225 ,2976,2881,3023,2973,342,306,68,61,50,53,10,11,59,10,436,12,2,86,122.53,119.66,3835427,140.852,0.0000713089,75.1306,82.5873,13.06,0.45,-3.0623,8047.51,-0.0055112910,-0.0066703285,61162,5873,0.096023675,35053,2443,0.069694463,62.96,7306.26,-0.0034127738,-0.0034127738,1293890,20463,0.0158151,738154,47452,0.064284689,70.99,26786.76,-0.0096412699,-0.0089094243,1293890,21132,0.016332146,738154,22576,0.030584404,298.5,534.29,0.0000374469,0.0003744687,1.7,151368,217,1695,3622.09,-0.0025596258,-0.0009488268,24575286,457914,0.0158151,13270374,230906,0.064284689,14.22,12110268,628313,0.051882667,5208626,323738,0.062154203,3,29,4,3035.39,3047.87,3034.81,27071.42,0.0018343694,0.0003824682,27061.07,27165.94,27039.76
10/30/2019,124721,1,0,255000000,44422112,13486323,1,0,42997294,155683988,0.0000000000,0,2,-0.0700000000,0,1,12.33,3047,1.03,-0.037383178,0.0000717590,-0.0142083170,0,3,0.0000894490,-0.0047408200,0,2, 0.0300000000 ,0.0000000000,0,2,0.9800000000,4.7647058820,1,0,1821627,162184,0.0900000000,4699196,261901,0.0557331509,-0.0500000000,-0.0900000000,0.0100000000,0.0100000000,0.0023554646,-0.0044280443,0.0023126978,-0.0680272109,272, 231 ,2977,2884,3031,2981,349,318,69,63,47,50,9,10,56,12,437,11,2,87,122.65,120.52,6992869,140.84,0.0000709195,75.2599,81.5394,24.14,1.5,-3.177,8083.11,0.0054264047,0.0032531122,62202,2955,0.047506511,34977,3037,0.086828487,78.41,7330.78,0.0033560262,0.0033560262,1298554,10752,0.008279979,738799,17958,0.024307017,55.86,26667.71,-0.0021866494,-0.0037086739,1298554,19009,0.01463859,738799,16599,0.022467545,206.58,535.18,0.0028271330,0.0020033326,3.17,151368,217,1695,3620.29,0.0025191842,0.0011171794,24750303,511113,0.008279979,13298436,202291,0.024307017,28.23,12471391,748949,0.060053365,5280916,393060,0.074430269,4,30,4,3039.74,3050.1,3025.96,27186.69,0.0028645506,0.0028025824,27110.71,27204.36,26999.64
10/31/2019,-165386,0,1,255000000,26629746,-17792366,0,1,26126948,161026272,0.0000000000,0,3,0.0700000000,1,0,13.22,3038,1.02,-0.009708738,0.0000708040,-0.0133111480,0,4,0.0000888850,-0.0063108310,0,3, 0.0300000000 ,0.0000000000,0,3,0.8900000000,-0.0918367350,0,1,1885716,124506,0.0700000000,4761816,182612,0.0383492348,0.0200000000,-0.0200000000,0.0000000000,0.0100000000,0.0012537333,-0.0140845070,-0.0030654107,0.0827190827,155, 348 ,2978,2886,3037,2987,356,324,71,64,43,62,9,12,42,10,453,8,2,90,122.28,120.02,7050926,140.8665,0.0000702173,79.386,73.4219,23.71,1.76,-3.122,8083.83,0.0026331318,-0.0020726809,61018,4892,0.080173064,34995,2938,0.083954851,68.78,7248.38,-0.0112402773,-0.0112402773,1311846,26093,0.019890292,739301,9524,0.012882439,89.93,26906.72,0.0036688763,0.0074234933,1311846,19493,0.014859214,739301,16266,0.022001864,301.05,534.41,-0.0025577835,-0.0022590643,3.64,151553,217,1695,3604.41,-0.0041761370,-0.0057787365,24916243,457020,0.019890292,13340837,225985,0.012882439,38.27,12623387,962772,0.076268913,5314756,567318,0.106743941,5,31,4,3046.9,3046.9,3023.19,27046.23,-0.0016705672,-0.0052279706,27188.37,27188.37,26918.29
11/1/2019,-163331,0,2,255000000,29302462,2672716,1,0,26993660,171957750,0.0100000000,1,0,-0.0700000000,0,1,12.3,3067,1.09,0.068627451,0.0000711520,0.0049094600,1,0,0.0000892020,0.0035680830,1,0, 0.0200000000 ,-0.3333333330,0,4,0.5600000000,-0.3707865170,0,2,1911797,52972,0.0300000000,4849114,222333,0.0458502316,-0.0400000000,-0.0800000000,0.0100000000,0.0100000000,0.0092568312,-0.0090225564,0.0053069439,-0.0531177829,373, 130 ,2980,2888,3046,2993,355,340,70,67,47,55,9,11,67,8,430,13,2,85,123.97,120.48,8089975,140.8995,0.0001402721,81.0293,79.0645,16.23,0.87,-3.4484,8161.17,0.0119404823,0.0048288896,62959,5044,0.080115631,34775,4092,0.11767074,50.25,7302.42,0.0074554590,0.0074554590,1320065,26460,0.020044468,742860,16533,0.022255876,58.8,27100.76,0.0184075170,0.0109794512,1320065,19045,0.01442732,742860,15187,0.02044396,301.85,538.76,0.0083294338,0.0084417408,4.8,151553,212,1702,3623.74,0.0058805281,0.0037449241,25011647,403660,0.020044468,13426894,305820,0.022255876,25.96,12282134,781153,0.063600755,5326672,648987,0.121837237,6,1,4,3050.72,3066.95,3050.72,27347.36,0.0095461252,0.0075308690,27142.95,27347.43,27142.95
11/4/2019,372870,1,0,255000000,20256960,-9045502,0,1,19098363,177279799,0.0000000000,0,1,0.0400000000,1,0,12.83,3078,1.06,-0.027522936,0.0000720900,0.0131925170,2,0,0.0000896340,0.0048402280,2,0, 0.0200000000 ,0.0000000000,0,5,0.1600000000,-0.7142857140,0,3,1977039,112013,0.0600000000,4933366,338992,0.0687141396,0.0000000000,-0.0300000000,0.0100000000,0.0100000000,0.0005976044,-0.0098634294,-0.0002241016,0.0118296530,308, 193 ,2983,2890,3053,3000,358,345,71,68,38,49,8,10,91,12,402,18,2,80,124.81,119.78,4740282,140.9725,0.0000703457,91.1417,76.8162,10.33,0.69,-3.3343,8210.66,0.0007811236,-0.0010062137,58683,3961,0.067498253,35526,4043,0.113803975,31.01,7369.69,0.0092120146,0.0092120146,1327286,16458,0.012399739,746480,19025,0.025486282,90.31,27547.3,0.0110337481,0.0090630435,1327286,23775,0.017912492,746480,25525,0.034193816,247.84,541.66,0.0047150548,0.0054947095,3.78,151553,212,1702,3665.21,0.0096628069,0.0092965620,25120190,606761,0.012399739,13504547,592356,0.025486282,40.36,12071097,681819,0.056483599,5370332,579592,0.107924799,2,4,4,3078.96,3085.2,3074.87,27462.11,0.0035825774,0.0021914411,27402.06,27517.58,27402.06
11/5/2019,-191197,0,1,255000000,24967501,4710541,1,0,25671620,144589410,0.0000000000,0,2,0.0200000000,2,0,13.1,3075,0.97,-0.08490566,0.0000729050,0.0113002590,3,0,0.0000901190,0.0054071100,3,0, 0.0300000000 ,0.5000000000,1,0,0.4300000000,1.6875000000,1,0,2098789,181789,0.0900000000,5114326,258621,0.0505679536,0.0300000000,0.0000000000,0.0000000000,0.0100000000,-0.0018501688,-0.0107279693,-0.0020059725,0.0194552529,253, 252 ,2987,2892,3061,3009,358,350,71,69,33,52,7,10,94,13,398,19,3,79,124.93,119.06,11782250,140.869,0.0000714822,87.1236,77.5016,11.8,1.03,-3.3126,8210.18,-0.0025542986,-0.0018442984,61430,4979,0.081051603,36976,3435,0.092898096,38.04,7388.08,0.0024953560,0.0024953560,1329924,11895,0.00894412,748300,9767,0.013052252,33.18,27683.4,0.0012763984,0.0029817652,1329924,19263,0.014484286,748300,24019,0.032098089,269.74,541.6,0.0007575198,0.0006651393,1.66,151553,212,1702,3676.52,0.0024246292,0.0027219122,25248015,532233,0.00894412,13541356,403805,0.013052252,17.42,12179872,544810,0.044730355,5424934,336974,0.062115779,3,5,4,3080.8,3083.95,3072.15,27492.63,0.0000912720,-0.0002763613,27500.23,27560.36,27453.55
11/6/2019,-325424,0,2,255000000,28051088,3083587,2,0,28407782,163143386,0.0000000000,0,3,-0.0400000000,0,1,12.62,3077,0.99,0.020618557,0.0000724720,-0.0059426750,0,1,0.0000898590,-0.0028755000,0,1, 0.0300000000 ,0.0000000000,0,1,1.1700000000,1.7209302330,2,0,2149165,133627,0.0600000000,5089388,155918,0.0306359036,-0.0100000000,-0.0200000000,0.0000000000,0.0100000000,0.0038762967,-0.0077459334,0.0005463237,-0.0424886191,268, 237 ,2990,2894,3067,3017,353,349,70,69,29,42,6,8,86,9,410,17,2,81,124.97,119.49,6416469,140.789,0.0000711820,86.5364,76.2769,12.45,0.79,-3.3885,8196.03,0.0040637029,-0.0010128785,63539,4356,0.06855632,37049,5370,0.144943183,46.98,7396.65,0.0011599766,0.0011599766,1338166,18710,0.013981823,752259,10111,0.013440849,35.23,27688.64,0.0019637195,0.0018927984,1338166,17201,0.01285416,752259,14658,0.01948531,203.14,541.91,0.0002215453,0.0004800148,1.35,151553,212,1702,3688.74,0.0053163847,0.0036213450,25617643,1160154,0.013981823,13885356,865807,0.013440849,20.96,12444330,568033,0.045645929,5484066,335093,0.061103021,4,6,4,3075.1,3078.34,3065.89,27492.56,0.0031785924,-0.0003701449,27502.74,27526.05,27407.81
11/7/2019,250803,1,0,255000000,23191194,-4859894,0,1,21722309,168810991,0.0000000000,0,4,0.0100000000,1,0,12.73,3085,1.07,0.080808081,0.0000737980,0.0183019080,1,0,0.0000905760,0.0079706540,1,0, 0.0300000000 ,0.0000000000,0,2,0.5700000000,-0.5128205130,0,1,2189207,102977,0.0500000000,5190766,234180,0.0451147287,0.0000000000,-0.0100000000,0.0000000000,0.0100000000,-0.0018691165,-0.0046838407,-0.0005960441,0.0111199365,278, 224 ,2994,2897,3076,3024,352,349,70,69,25,50,5,10,93,18,394,18,4,78,125.64,119.63,15214223,140.662,0.0000723144,86.3135,84.8464,17.54,0.63,-3.3735,8219.65,-0.0035580406,-0.0021887230,61093,5191,0.084968818,37188,4364,0.117349683,72.91,7406.41,0.0013195163,0.0013195163,1342056,19931,0.014851094,754766,11535,0.015282882,35.94,27847.23,0.0073656764,0.0056564321,1342056,21023,0.015664771,754766,24338,0.032245756,365.89,543.31,0.0030086568,0.0028425347,3.11,151553,212,1702,3706.68,0.0022679480,0.0031691732,25768001,507682,0.014851094,13931707,550976,0.015282882,13.68,12473106,569978,0.045696557,5645860,578040,0.102382985,5,7,4,3087.02,3097.77,3080.23,27674.8,0.0034809512,0.0030677604,27590.16,27774.67,27590.16
11/8/2019,178708,2,0,255000000,20411519,-2779675,0,2,20577740,169229796,0.0000000000,0,5,-0.0500000000,0,1,12.07,3093,0.99,-0.074766355,0.0000741210,0.0043731240,2,0,0.0000907070,0.0014513130,2,0, 0.0200000000 ,-0.3333333330,0,3,0.6400000000,0.1228070180,1,0,2223644,77331,0.0300000000,5290574,159821,0.0302086314,-0.0500000000,-0.0500000000,0.0000000000,0.0100000000,-0.0002985801,-0.0031372549,0.0038393509,-0.0701078582,300, 202 ,2998,2899,3082,3031,352,353,70,70,26,44,5,9,111,18,376,22,4,74,125.92,120.44,10378201,140.53,0.0000727829,84.7291,83.4205,19.51,1.05,-3.4709,8255.89,0.0004873075,0.0057892127,62838,4757,0.0757026,36814,5463,0.148394632,69.98,7359.38,-0.0063499050,-0.0063499050,1350108,30148,0.022330065,759291,23665,0.031167234,57.71,27651.14,-0.0191130457,-0.0087264327,1350108,20943,0.015512092,759291,14354,0.018904478,312.27,543.24,-0.0005520795,-0.0002944424,2.79,151553,222,1697,3699.65,-0.0017227645,-0.0009990954,25965145,604477,0.022330065,14044798,348276,0.031167234,18.92,12848284,687993,0.053547462,5650356,368839,0.065277126,6,8,4,3081.25,3093.09,3073.58,27681.24,-0.0038120074,-0.0001791506,27686.2,27694.95,27578.97
11/11/2019,-316630,0,1,255000000,31839294,11427775,1,0,29636833,152531249,0.0000000000,0,6,0.0500000000,1,0,12.69,3087,1.07,0.080808081,0.0000740660,-0.0007406580,0,1,0.0000906000,-0.0011778030,0,1, 0.0300000000 ,0.5000000000,1,0,0.4800000000,-0.2500000000,0,1,2241752,145308,0.0600000000,5327552,162172,0.0304402472,0.0000000000,0.0000000000,0.0000000000,0.0100000000,0.0029055328,-0.0039339103,0.0021685988,-0.0349809886,195, 308 ,3002,2901,3083,3037,350,348,69,69,26,60,5,12,86,19,400,17,4,79,125.58,120.52,7038053,140.3535,0.0000729687,79.8144,85.9231,12.51,0.83,-3.4192,8241.91,0.0045358404,0.0035970128,61790,4167,0.067438097,35131,2221,0.063220517,43.53,7328.54,-0.0041905704,-0.0041905704,1357479,35092,0.02585086,773517,25646,0.033155057,100.92,26926.55,-0.0108601859,-0.0158931868,1357479,49042,0.036127262,773517,28421,0.036742567,530.94,542,-0.0020438225,-0.0020254097,2.92,151553,222,1697,3696.82,0.0009521311,-0.0000405738,26148106,488244,0.02585086,14139033,427296,0.033155057,19.45,12670870,570079,0.044991307,5656094,345181,0.061028158,2,11,4,3080.33,3088.33,3075.82,27691.49,0.0043845941,0.0040183955,27580.66,27714.39,27517.67
11/12/2019,-211056,0,2,255000000,35329381,3490087,2,0,33849011,154433509,0.0000000000,0,7,0.0000000000,0,1,12.68,3092,1.04,-0.028037383,0.0001474710,0.9910780120,1,0,0.0000905510,-0.0005433060,0,2, 0.0300000000 ,0.0000000000,0,1,0.4300000000,-0.1041666670,0,2,2236259,125588,0.0600000000,5471838,334443,0.0611207788,0.0100000000,0.0000000000,0.0000000000,0.0100000000,-0.0016508701,0.0047393365,0.0008286721,0.0031645570,248, 250 ,3007,2903,3087,3041,351,352,70,70,26,69,5,14,86,21,398,17,4,79,125.64,120.9,6451809,140.2445,0.0000727670,79.1367,85.6808,17.88,0.74,-3.3843,8263.79,-0.0016897748,0.0017176549,64648,6068,0.093862146,36742,3925,0.106825976,54.85,7365.44,0.0050351093,0.0050351093,1363633,21641,0.015870106,782129,17198,0.0219887,61.82,27065.28,-0.0111992717,0.0000376881,1363633,24601,0.018040778,782129,23808,0.030439991,282.06,542.95,0.0017527999,0.0017712504,2.37,151553,222,1697,3712.2,0.0027699034,0.0031644458,26288751,481247,0.015870106,14235482,484998,0.0219887,19.29,12774348,635387,0.04973929,5684310,346036,0.060875638,3,12,4,3089.28,3102.61,3084.73,27691.49,-0.0028716763,-0.0003646000,27701.59,27770.86,27635.32
11/13/2019,150426,1,0,255000000,26163904,-9165477,0,1,25555134,160354214,0.0000000000,0,8,0.0300000000,1,0,13,3094,1.02,-0.019230769,0.0001465420,-0.0063012900,0,1,0.0000903140,-0.0026191010,0,3, 0.0300000000 ,0.0000000000,0,2,0.7000000000,0.6279069770,1,0,2315111,131029,0.0600000000,5460104,178422,0.0326773996,0.0300000000,0.0200000000,0.0000000000,0.0100000000,0.0021302259,-0.0007861635,0.0031969600,0.0069713400,256, 245 ,3014,2905,3090,3047,354,356,70,71,33,79,7,16,55,11,439,11,2,87,125.65,121.83,8809752,140.123,0.0000724769,87.8113,85.23,19.26,1.02,-3.2839,8259.81,0.0003849105,0.0029299341,66396,4888,0.073618893,37665,6028,0.16004248,41.23,7351.21,-0.0019319959,-0.0019319959,1365111,22648,0.016590592,785836,28927,0.03681048,63.73,26571.46,-0.0118429096,-0.0070886314,1365111,43867,0.032134383,785836,33103,0.042124565,295.83,541.88,-0.0019891701,-0.0019523336,2.95,151553,222,1697,3699.5,-0.0029670632,-0.0030290454,26548262,670074,0.016590592,14347616,569100,0.03681048,31.11,13193224,812950,0.061618752,5811662,412065,0.070903125,4,13,4,3084.18,3098.06,3078.8,27783.59,0.0048931940,0.0058485905,27622.04,27806.4,27587.2
11/14/2019,-267847,0,1,255000000,31193631,5029727,1,0,30597413,161504191,0.0000000000,0,9,0.0000000000,0,1,13.05,3097,1.02,0,0.0001450430,-0.0102255420,0,2,0.0000898840,-0.0047638310,0,4, 0.0300000000 ,0.0000000000,0,3,0.3800000000,-0.4571428570,0,1,2457743,352861,0.1400000000,5639529,349086,0.0618998501,0.0300000000,0.0300000000,0.0000000000,0.0000000000,0.0055552859,-0.0023603462,0.0019024509,-0.0083586626,306, 197 ,3020,2907,3093,3052,355,358,70,71,37,107,7,21,58,9,438,11,2,87,125.75,121.71,5220927,140.0205,0.0000721631,82.3529,84.2377,14.94,0.88,-3.3294,8257.83,0.0078882368,0.0023037196,66032,6010,0.091016477,37452,6322,0.168802734,52.35,7292.76,-0.0079510720,-0.0079510720,1368561,27041,0.01975871,787950,18860,0.023935529,58.52,26323.69,0.0032415389,-0.0045582723,1368561,34582,0.025268877,787950,24735,0.031391586,401.99,541.14,-0.0007751080,-0.0013287565,1.82,151553,222,1697,3688.81,-0.0004513843,-0.0029515667,26900578,841795,0.01975871,14407699,719790,0.023935529,15.67,13371227,761217,0.05692948,5852245,387208,0.066164011,5,14,4,3090.75,3098.2,3083.26,27781.96,0.0031105443,0.0008920208,27757.2,27800.71,27676.97
11/15/2019,-86066,0,2,255000000,37895545,6701914,2,0,36022756,173423708,0.0100000000,1,0,-0.0800000000,0,2,12.05,3120,1.05,0.029411765,0.0000725820,-0.4995826530,0,3,0.0000899560,0.0008096070,1,0, 0.0200000000 ,-0.3333333330,0,4,0.8900000000,1.3421052630,1,0,2516305,180020,0.0700000000,5883629,394613,0.0670696606,-0.0500000000,-0.0500000000,0.0100000000,0.0100000000,0.0032143685,-0.0023659306,0.0040348529,-0.0694980695,399, 103 ,3025,2909,3098,3058,354,357,70,71,43,124,9,25,76,8,421,15,2,83,126.67,122.22,10106940,139.908,0.0000723615,85.1911,84.9383,15.86,1.05,-3.6775,8315.52,-0.0000746643,0.0014065782,56098,4829,0.0860815,32456,4840,0.149124969,31.69,7302.94,0.0013959050,0.0013959050,1294923,19748,0.015250328,717788,17279,0.024072567,92.4,26326.66,-0.0033004208,-0.0076626605,1294923,21909,0.016919153,717788,20434,0.028468016,244.57,545.23,0.0070552600,0.0069998522,3.85,151553,223,1665,3711.61,0.0035478061,0.0036640833,24330362,672183,0.015250328,13082088,387899,0.024072567,23.2,12057454,879494,0.072941933,5418788,612056,0.112950719,6,15,4,3107.92,3120.46,3104.6,28004.89,0.0053757532,0.0057948810,27843.54,28004.89,27843.54
11/18/2019,-175433,0,3,255500000,25757597,-12137948,0,1,22998020,169629464,0.0000000000,0,1,0.0300000000,1,0,12.46,3122,1.12,0.066666667,0.0000724350,-0.0020281770,0,4,0.0000898030,-0.0017062550,0,1, 0.0300000000 ,0.5000000000,1,0,0.8000000000,-0.1011235960,0,1,2719537,544556,0.2000000000,5991251,223719,0.0373409493,-0.0200000000,-0.0200000000,0.0100000000,0.0100000000,0.0030597419,-0.0023715415,0.0013213980,0.0056497175,249, 246 ,3031,2911,3105,3064,361,356,71,71,47,125,9,25,78,8,419,15,2,83,126.79,122.45,5722188,139.8495,0.0000721267,90.4376,85.8421,12.11,0.78,-3.6331,8328.48,0.0065287924,0.0030421933,58170,4011,0.068953069,34821,3873,0.111225984,65.73,7307.7,0.0006517923,0.0006517923,1299256,16602,0.012778082,721365,10627,0.014731793,41.96,26681.09,0.0086576894,0.0090271719,1299256,24769,0.019063987,721365,20666,0.028648465,295.81,546.06,0.0010453728,0.0014671900,1.57,151553,223,1665,3704.92,-0.0016975733,-0.0016867950,24581152,735583,0.012778082,13142178,243210,0.014731793,29.49,11985203,643343,0.053678106,5483072,457335,0.083408534,2,18,4,3117.91,3124.17,3112.06,28036.22,0.0030914629,0.0015360862,27993.22,28040.97,27969.24
