Date,Open,High,Low,Close,Volume 
2020-07-30,11112.04,11182.76,10875.14,11122.05,45289
2020-07-31,11113.66,11454.11,10981.87,11345.64,53973
2020-08-01,11352.72,11874.77,11240.98,11812.42,63746
2020-08-02,11812.42,12106.89,10694.22,11063.5,63507
2020-08-03,11063.5,11476.29,10945.66,11234.73,42049
2020-08-04,11234.73,11415.16,11021.07,11194.18,35052
2020-08-05,11194.18,11791.62,11095.47,11746.92,48052
2020-08-06,11752.05,11909.81,11577.8,11769.28,49826
2020-08-07,11771.27,11912.62,11350.42,11603.82,55865
2020-08-08,11603.82,11811.4,11534.87,11770.77,23238
2020-08-09,11770.77,11802.93,11533.93,11686.34,19874
2020-08-10,11686.34,12074.31,11640.41,11897.41,56105
2020-08-11,11897.41,11940.4,11138.6,11389.01,62661
2020-08-12,11389.01,11621.05,11182.8,11570.19,37555
2020-08-13,11570.19,11795.34,11284.57,11790.68,42205
2020-08-14,11790.68,11863.43,11657.2,11774.52,37248
2020-08-15,11774.52,11981.62,11697.88,11860.91,31094
2020-08-16,11860.91,11934.96,11701.22,11917.97,22029
2020-08-17,11917.97,12474.73,11775.66,12305.54,55779
2020-08-18,12301.19,12397.4,11855.24,11956.69,49904
2020-08-19,11956.69,12021.8,11592.2,11760.37,50058
2020-08-20,11760.37,11888.72,11679.03,11863.43,43209
2020-08-21,11863.43,11882.67,11494.52,11527.35,63548
2020-08-22,11527.35,11686.02,11379.06,11670.42,49538
2020-08-23,11670.42,11713.62,11521.6,11651.52,33405
2020-08-24,11651.52,11827.45,11594.64,11756.4,39119
2020-08-25,11756.4,11767.64,11130.36,11330.56,50836
2020-08-26,11330.56,11542.65,11259.23,11466.89,27168
2020-08-27,11466.89,11591.64,11135.52,11331.02,40978
2020-08-28,11331.02,11553.81,11289.07,11535.21,30815
2020-08-29,11535.21,11585.98,11433.8,11480.48,16305
2020-08-30,11480.48,11718.98,11470.07,11716.54,16398
2020-08-31,11716.54,11775.27,11586.36,11657.81,26329
2020-09-01,11657.81,12062.06,11540.42,11926.69,45202
2020-09-02,11926.69,11954.28,11219.19,11397.9,53717
2020-09-03,11397.9,11469.2,10017.43,10174.62,82662
2020-09-04,10174.62,10638.71,10020.02,10486.85,54105
2020-09-05,10467.33,10570.95,9880.05,10167.97,60292
2020-09-06,10167.97,10361.12,10019.56,10260.37,29450
2020-09-07,10260.37,10411.92,9893.68,10359.65,41532
2020-09-08,10379.08,10443.72,9855.68,10121.13,54596
2020-09-09,10128.54,10349.09,9989.63,10228.85,33984
2020-09-10,10228.85,10493.32,10221.37,10345.25,43609
2020-09-11,10345.68,10412.6,10215.49,10398.5,25800
2020-09-12,10398.5,10486.76,10282.43,10448,17704
2020-09-13,10448,10578.97,10224.4,10332.36,28905
2020-09-14,10332.36,10753.33,10259.62,10678.31,34032
2020-09-15,10678.31,10936.89,10632.26,10787.55,34167
2020-09-16,10786.7,11094.7,10670.02,10955.39,33985
2020-09-17,10957.1,11047.25,10755.99,10945.14,26955
2020-09-18,10945.14,11040.66,10823.93,10937.89,22774
2020-09-19,10937.89,11173.88,10898.63,11083.61,17491
2020-09-20,11083.61,11083.9,10775.23,10921.85,21791
2020-09-21,10921.85,10992.25,10319.73,10418.14,44906
2020-09-22,10418.14,10576.92,10365.99,10534.73,28740
2020-09-23,10534.73,10546.48,10166.62,10240.09,26622
2020-09-24,10238.09,10792.17,10213.75,10736.01,28929
2020-09-25,10742.98,10762.38,10562.14,10692.76,33806
2020-09-26,10694.12,10822.99,10658.15,10734.23,13794
2020-09-27,10734.23,10810.35,10612.42,10781.47,13820
2020-09-28,10781.47,10951.6,10649.18,10699,32269
2020-09-29,10699,10863.02,10641.03,10841.29,31156
2020-09-30,10841.29,10850.12,10666.17,10771.84,29529
2020-10-01,10779.42,10926.47,10454.66,10622.79,39457
2020-10-02,10622.79,10668.49,10388.07,10576.64,33798
2020-10-03,10576.64,10602.28,10507.49,10552.04,10469
2020-10-04,10552.04,10699.94,10534.5,10675.52,10487
2020-10-05,10675.52,10799.53,10627.77,10795.11,23891
2020-10-06,10795.11,10801.66,10533.32,10603.9,30788
2020-10-07,10603.9,10679.76,10554.41,10672.67,19601
2020-10-08,10672.67,10957.42,10541.2,10929.4,39280
2020-10-09,10929.4,11109.32,10839.3,11058.78,32665
2020-10-10,11058.78,11485.43,11057.98,11301.57,26181
2020-10-11,11301.57,11434.1,11284.09,11375.51,17795
2020-10-12,11375.51,11725.28,11223.99,11539.76,41688
2020-10-13,11539.76,11561.69,11314.56,11427.29,33529
2020-10-14,11427.29,11550.25,11298.88,11429.3,22758
2020-10-15,11429.3,11607.59,11269.05,11508.31,33044
2020-10-16,11508.31,11545.35,11224.89,11326.25,29300
2020-10-17,11326.25,11410.01,11270.69,11367.65,9901
2020-10-18,11367.65,11513.68,11357.25,11513.33,11528
2020-10-19,11513.33,11821.95,11417.11,11756.88,39224
2020-10-20,11756.88,12047.73,11688.39,11921.78,48484
2020-10-21,11921.78,13236.39,11900.51,12813.11,103080
2020-10-22,12813.11,13197.69,12700.74,12990.25,57124
2020-10-23,12990.25,13031.82,12732.62,12937.2,32269
2020-10-24,12937.2,13167.31,12886.47,13126.13,20932
2020-10-25,13126.13,13346.7,12910.39,13041.21,28208
2020-10-26,13041.21,13241.79,12797.05,13069.43,35322
2020-10-27,13069.43,13783.14,13060.64,13646.02,44978
2020-10-28,13646.02,13855.57,12906.15,13285.97,32476
2020-10-29,13285.97,13643.6,12985.56,13462.18,41497
2020-10-30,13462.18,13674.89,13132.53,13581.28,56231
2020-10-31,13565.95,14077.8,13432.24,13803.41,43579
2020-11-01,13803.41,13897.02,13630.22,13761.72,20841
2020-11-02,13761.72,13828.48,13221.65,13571.24,33465
2020-11-03,13571.24,14071.54,13300.84,14023.78,21969
2020-11-04,14023.78,14258.9,13539.13,14157.73,30405
2020-11-05,14157.73,15739.47,14114.37,15599.92,42121
2020-11-06,15599.92,15948.88,15219.57,15590.62,34543
2020-11-07,15590.62,15765.02,14427.34,14838.16,25695
2020-11-08,14838.16,15653.89,14739.11,15488.25,18706
2020-11-09,15488.25,15812.23,14833.13,15335.03,32088
2020-11-10,15335.03,15476.99,15099.11,15313.73,23031
2020-11-11,15313.73,15983.03,15288.76,15707.08,45852
2020-11-12,15707.08,16348.99,15476.25,16306.53,67322
2020-11-13,16306.53,16482.619,15975.8,16332.85,42676
2020-11-14,16332.85,16334.29,15720.61,16075.95,28331
2020-11-15,16075.95,16156.82,15796.03,15964.7,17966
2020-11-16,15964.7,16876.48,15877.77,16721.461,41641
2020-11-17,16721.461,17857.369,16563.5,17681.539,62123
2020-11-18,17681.539,18466.1,17260.91,17786.27,80691
2020-11-19,17786.27,18172.869,17365.08,17824.641,48224
2020-11-20,17824.641,18814.869,17764.07,18672.779,51122
2020-11-21,18672.779,18966.119,18359.061,18704.061,37702
2020-11-22,18704.061,18757.551,17635.18,18430.59,43464
2020-11-23,18430.59,18761.66,18010.51,18385.74,48994
2020-11-24,18385.74,19419.49,18117.779,19157.16,74142
2020-11-25,19157.16,19488.811,18519.891,18725.76,59989
2020-11-26,18725.76,18907.311,16270.37,17175.859,129609
2020-11-27,17175.859,17479.119,16462.869,17155,61052
2020-11-28,17155,17893.949,16895,17739.9,34697
2020-11-29,17739.9,18347.24,17543.551,18199.23,27161
2020-11-30,18199.23,19850.23,18199.029,19686.869,77985
2020-12-01,19686.869,19911.789,18194.17,18792.029,91108
2020-12-02,18792.029,19337.16,18350,19226.189,47787
2020-12-03,19226.189,19608.49,18888.119,19448.439,38699
2020-12-04,19448.439,19541.619,18603.789,18665,42234
2020-12-05,18665,19178.4,18514.92,19156.84,20517
2020-12-06,19156.84,19417.33,18885.881,19378.939,21172
2020-12-07,19378.939,19411.51,18909.971,19181.41,24908
2020-12-08,19181.41,19295.381,18227.311,18323.52,46151
2020-12-09,18323.52,18639.24,17669.15,18549.92,57997
2020-12-10,18549.92,18554.32,17920.561,18250.471,37500
2020-12-11,18250.471,18295.1,17598.131,18034.859,45166
2020-12-12,18034.859,18948.779,18033.051,18814.98,26150
2020-12-13,18814.98,19414.65,18733.67,19169.051,30902
2020-12-14,19169.051,19339.6,19001.221,19274.689,23827
2020-12-15,19274.689,19553.23,19060.061,19441.961,42331
2020-12-16,19441.961,21527.359,19299.859,21384.48,95034
2020-12-17,21352.131,23698.98,21240.41,22822.17,140465
2020-12-18,22822.17,23271.539,22345.869,23135.57,59658
2020-12-19,23135.57,24114.51,22755.029,23844.721,53911
2020-12-20,23844.721,24252.16,23095.721,23467.061,42981
2020-12-21,23467.061,24077.699,22015.91,22727.131,75934
2020-12-22,22727.131,23833.23,22378.26,23823.32,49683
2020-12-23,23823.32,24082.98,22641.369,23223.881,65952
2020-12-24,23239.5,23778.561,22716.449,23724.199,39803
2020-12-25,23724.199,24776.641,23417.43,24707.98,49655
2020-12-26,24707.98,26780.609,24494.27,26445.699,62923
2020-12-27,26445.699,28340.08,25805.961,26249.27,91052
2020-12-28,26249.27,27461.631,26085.961,27039.449,52027
2020-12-29,27039.449,27383.6,25864.25,27360.779,55477
2020-12-30,27360.779,28990.199,27360.09,28889.609,70752
2020-12-31,28889.609,29301.67,27957.131,28972.4,66915
2021-01-01,28972.4,29666.33,28748.211,29388.939,50841
2021-01-02,29388.939,33257.289,29036.26,32203.641,119214
2021-01-03,32203.641,34789.34,32010.59,33063.48,93510
2021-01-04,33063.48,33622.699,28493.289,32030.551,124909
2021-01-05,32030.551,34487.441,29985.289,34038.289,93735
2021-01-06,33967.871,36973.762,33724.719,36934.781,193394
2021-01-07,36849.859,40365.871,36340.012,39479.41,124086
2021-01-08,39479.41,41964.961,36640.512,40636.238,118077
2021-01-09,40636.238,41400.48,38783.609,40236.66,55591
2021-01-10,40236.66,41427.879,35283.648,38202.078,103220
2021-01-11,38202.078,38266.422,30308.4,35496.031,240328
2021-01-12,35496.031,36620.281,32522.98,34058.398,115232
2021-01-13,34058.398,37809.672,32405.891,37380.852,91979
2021-01-14,37380.852,40093.43,36751.891,39155.578,74972
2021-01-15,39155.578,39695.43,34396.191,36790.172,89468
2021-01-16,36790.172,37942.441,35395.879,36025.262,54226
2021-01-17,36025.262,36860.672,33854.828,35839.512,50913
2021-01-18,35839.512,37429.238,34784.398,36623.039,43063
2021-01-19,36623.039,37867.531,35917.281,35932.789,48457
2021-01-20,35932.789,36409.961,33519.59,35501.379,66302
2021-01-21,35501.379,35619.602,30067.141,30840.301,124904
2021-01-22,30840.301,33857.391,28817.301,33008.02,107129
2021-01-23,33008.02,33484.73,31430.15,32107.289,39246
2021-01-24,32107.289,33090.988,30957.561,32283.66,33062
2021-01-25,32283.66,34881.18,31937.09,32275.27,58646
2021-01-26,32275.27,32943.691,30853.17,32516.52,59039
2021-01-27,32516.52,32580.051,29236.73,30423.051,100833
2021-01-28,30423.051,33880.922,29905.529,33443.871,76993
2021-01-29,33443.871,38631.5,31996.08,34252.078,169454
2021-01-30,34252.078,34906.148,32858,34317.82,46326
2021-01-31,34317.82,34381.699,32214.08,33143.219,35337
2021-02-01,33143.219,34714.34,32340.24,33535.941,48144
2021-02-02,33535.941,36004.469,33459.48,35524.43,51377
2021-02-03,35524.43,37704.801,35413.719,37677.34,63974
2021-02-04,37677.34,38741.891,36199.191,36983.422,73775
2021-02-05,36983.422,38343.922,36626.5,38310.238,45243
2021-02-06,38310.238,40989.109,38247.961,39267.012,66494
2021-02-07,39267.012,39721.59,37408.16,38868.82,53823
2021-02-08,38868.82,46606.82,38063.871,46437.41,138485
2021-02-09,46437.41,48209.59,45051.461,46509.57,98670
2021-02-10,46509.57,47349.859,43743.988,44854.949,72991
2021-02-11,44854.949,48664.809,44032.66,48006.18,72251
2021-02-12,48006.18,48930.988,46243.852,47435.539,59549
2021-02-13,47435.539,48171.461,46291.191,47222.32,33281
2021-02-14,47222.32,49642.391,47096.922,48652.871,37853
2021-02-15,48652.871,49031.738,45910,47936.512,52683
2021-02-16,47936.512,50561.531,47068.629,49184.629,66072
2021-02-17,49184.629,52622.68,48967.719,52154.91,66876
2021-02-18,52154.91,52550.602,50874.809,51591.609,41651
2021-02-19,51591.609,56331.09,50766.828,55933.469,70768
2021-02-20,55933.469,57528.16,54140.609,55900.84,52924
2021-02-21,55900.84,58348.75,55516.07,57469.949,33823
2021-02-22,57469.949,57540.738,48194.309,54121.172,130806
2021-02-23,54121.172,54164.352,44983.391,48898.699,165758
2021-02-24,48898.699,51399.551,47015.551,49738.172,74972
2021-02-25,49738.172,52086.34,46728.879,47082.871,73097
2021-02-26,47082.871,48438.379,44153.461,46324.5,90519
2021-02-27,46324.5,48362.801,45063.84,46191.391,39013
2021-02-28,46191.391,46645.898,43061.922,45261.031,62249
2021-03-01,45261.031,49812.199,45058.98,49635.07,65660
2021-03-02,49635.07,50221.141,47097.84,48501.211,43281
2021-03-03,48501.211,52625.391,48176.641,50392.551,51572
2021-03-04,50392.551,51792.648,47516.91,48363.738,61387
2021-03-05,48363.738,49467.191,46311.43,48775.371,60955
2021-03-06,48775.371,49185.32,47099.07,48892.801,22611
2021-03-07,48892.801,51455.539,48892.801,50964.18,28436
2021-03-08,50964.18,52408.078,49341.09,52405.02,48084
2021-03-09,52405.02,54933.93,51888.98,54928.699,53740
2021-03-10,54928.699,57396.59,53054.34,55893.309,70138
2021-03-11,55893.309,58142.77,54314.648,57809.41,59202
2021-03-12,57809.41,58069.578,55089.68,57256.219,54282
2021-03-13,57256.219,61749.148,56103.32,61179.789,57862
2021-03-14,61179.789,61674.66,58980.949,58998.891,34881
2021-03-15,58998.891,60589.172,54857.68,55665.012,75161
2021-03-16,55665.012,56936.039,53269.129,56925.012,62540
2021-03-17,56925.012,58975.281,54156.109,58909,62035
2021-03-18,58909,60077.789,57022.199,57643.32,54289
2021-03-19,57643.32,59453.32,56283.371,58060.211,41182
2021-03-20,58060.211,59911.699,57837.789,58101.34,28696
2021-03-21,58101.34,58621.34,55635.609,57374.949,34236
2021-03-22,57374.949,58431.441,53795.781,54095.359,51098
2021-03-23,54095.359,55836.27,52984.359,54355.449,44780
2021-03-24,54355.449,57202.531,51685.148,52303.02,62596
2021-03-25,52303.02,53199.52,50406.309,51336.09,69776
2021-03-26,51336.09,55083.898,51275.539,55055.43,46165
2021-03-27,55055.43,56606.781,53991,55863.73,27392
2021-03-28,55863.73,56561.551,54717.969,55781.012,24145
2021-03-29,55781.012,58413.898,54910.57,57626.102,51547
2021-03-30,57626.102,59402.27,57055.211,58781.539,35314
2021-03-31,58781.539,59818.5,56918.809,58793.801,46486
2021-04-01,58793.801,59469.449,57949.109,58730.82,28027
2021-04-02,58730.82,60061.512,58458.461,58987.801,29747
2021-04-03,58987.801,59770.871,56958.039,57074.969,25104
2021-04-04,57074.969,58493.73,56493.379,58219.43,19002
2021-04-05,58219.43,59235.68,56833.441,59119.559,24696
2021-04-06,59119.559,59464.309,57369.441,58010.352,26304
2021-04-07,58010.352,58628.191,55467.578,55951.98,50347
2021-04-08,55951.98,58150.23,55711.07,58084.461,25461
2021-04-09,58084.461,58881.941,57694.219,58106.852,21314
2021-04-10,58106.852,61193.5,57885.43,59784.801,38726
2021-04-11,59784.801,60673.371,59218.25,59980.449,20365
2021-04-12,59980.449,61233.289,59421.371,59845.762,31804
2021-04-13,59845.762,63682.32,59811.309,63558.48,47746
2021-04-14,63558.48,64859.809,61312.98,62964.27,64272
2021-04-15,62964.27,63826.891,62038.328,63233.031,34089
2021-04-16,63233.031,63567.109,60048.129,61416.41,57540
2021-04-17,61416.41,62541.211,59712.922,60056.07,34261
2021-04-18,60056.07,60393.328,52785.102,56246.82,112545
2021-04-19,56246.82,57590.641,54291.078,55680.109,48650
2021-04-20,55680.109,57101.051,53429.73,56496.059,55866
2021-04-21,56496.059,56801.941,53640.809,53803.25,41813
2021-04-22,53803.25,55458.609,50519.781,51717.609,84222
2021-04-23,51717.609,52112.75,47495.238,51178.031,105510
2021-04-24,51178.031,51223.859,48769.48,50115.988,33894
2021-04-25,50115.988,50576.398,47073.07,49120.969,44241
2021-04-26,49120.969,54389.711,48843.41,54062.289,61603
2021-04-27,54062.289,55490.941,53357.59,55073.48,40602
2021-04-28,55073.48,56461.551,53886.629,54877.941,42647
2021-04-29,54877.941,55217.238,52399.422,53581.578,43948
2021-04-30,53581.578,57984.34,53089.93,57757.969,48771
2021-05-01,57757.969,58498.648,57057.398,57843.16,26146
2021-05-02,57843.16,57934.82,56092.719,56623.512,21671
2021-05-03,56623.512,58963.84,56531.602,57195.07,41015
2021-05-04,57195.07,57226.809,53108.039,53244.07,64556
2021-05-05,53244.07,57944.109,52978.891,57331.961,56711
2021-05-06,57506.879,58392.762,55299.398,56441.941,50632
2021-05-07,56441.941,58695.289,55311.16,57374.328,42812
2021-05-08,57374.328,59521.691,56985.441,58943.129,37728
2021-05-09,58943.129,59276.988,56350.98,58294.18,45716
2021-05-10,58294.18,59587.031,54239.16,55870.012,71168
2021-05-11,55870.012,56928.371,54490.379,56747.52,42949
2021-05-12,56747.52,58005.441,49182.891,49504.078,74345
2021-05-13,49504.078,51377.988,47029.73,49700.602,119769
2021-05-14,49700.602,51554.66,48910.059,49887.961,42891
2021-05-15,49887.961,50710.051,46606.18,46775.289,53332
2021-05-16,46775.289,49808.828,43918.691,46490.711,79337
2021-05-17,46490.711,46665.191,42130.828,43552.141,134126
2021-05-18,43552.141,45819.359,42309.391,42886.02,71930
2021-05-19,42886.02,43564.34,29925.199,36771.871,290986
2021-05-20,36771.871,42520.031,35009.25,40597.398,139188
2021-05-21,40597.398,42252.07,33552.801,37350.391,120589
2021-05-22,37350.391,38841.922,35287.711,37491.5,74964
2021-05-23,37491.5,38304.551,31157.18,34716.84,131584
2021-05-24,34716.84,39945.352,34467.32,38837.762,106764
2021-05-25,38837.762,39842.898,36509.09,38387.359,66530
2021-05-26,38387.359,40854.809,37855.809,39295.078,66483
2021-05-27,39295.078,40408.949,37211.84,38538.84,46474
2021-05-28,38538.84,38879.602,34733.762,35680.922,85345
2021-05-29,35680.922,37307.102,33666.059,34611.578,60616
2021-05-30,34611.578,36481.621,33400.648,35662.59,37522
2021-05-31,35662.59,37512.801,34202.859,37316.352,50223
2021-06-01,37290.828,37910.191,35733.52,36683.512,44444
2021-06-02,36683.512,38225.18,35935.34,37576.98,39948
2021-06-03,37576.98,39482.461,37199.922,39229.66,41098
2021-06-04,39229.66,39273.488,35617.031,36861.5,49661
2021-06-05,36861.5,37911.762,34846.16,35538.398,39864
2021-06-06,35538.398,36453.809,35264.34,35798.57,27469
2021-06-07,35798.57,36790.391,33367.121,33582.859,52209
2021-06-08,33582.859,34061.09,31034.35,33409.379,88483
2021-06-09,33409.379,37528.422,32435.18,37391.578,92280
2021-06-10,37391.578,38387.199,35821.051,36680.781,63052
2021-06-11,36680.781,37665.852,35981.84,37194.031,43032
2021-06-12,37339.98,37445.32,34655.211,35541.781,40619
2021-06-13,35541.781,39374.68,34802.238,39017.371,46353
2021-06-14,39017.371,41025.422,38755.789,40526.629,68729
2021-06-15,40526.629,41307.059,39526.691,40161.859,48248
2021-06-16,40161.859,40487.98,38122.039,38345.41,48107
2021-06-17,38345.41,39537.422,37386.57,38082.301,41591
2021-06-18,38082.301,38201.23,35158.891,35830.289,60242
2021-06-19,35830.289,36443.262,34863.172,35515.379,44782
2021-06-20,35515.379,36139.949,33377.82,35602.262,56525
2021-06-21,35602.262,35760.609,31284.699,31652.619,111039
2021-06-22,31652.619,33312.871,28908.07,32537.58,129940
2021-06-23,32537.58,34831.93,31790.02,33678.641,60338
2021-06-24,33678.641,35267.23,32340.83,34649.84,38755
2021-06-25,34649.84,35494.5,31290.25,31593.859,91636
2021-06-26,31593.859,32680.58,30190.9,32307.35,58331
2021-06-27,32307.35,34754.5,32031.15,34713.809,60403
2021-06-28,34713.809,35292.57,33890.859,34487.109,41259
2021-06-29,34487.109,36624.75,34243.82,35901.41,44215
2021-06-30,35901.41,36090.371,34062.039,35056.391,39796
2021-07-01,35056.391,35065.41,32757.33,33543.109,36889
2021-07-02,33543.109,33968.469,32715.18,33804.539,33081
2021-07-03,33804.539,34944.91,33333.051,34682.84,17319
2021-07-04,34682.84,35945.359,34390.949,35287.969,15950
2021-07-05,35287.969,35290.801,33151.512,33702.789,31526
2021-07-06,33702.789,35096.648,33558.75,34237.66,32844
2021-07-07,34237.66,35066.82,33807.422,33880.789,21784
2021-07-08,33880.789,33934.309,32108.68,32874.012,47884
2021-07-09,32874.012,34076.488,32274.311,33804.199,25677
2021-07-10,33804.199,34253.5,33030.16,33515.129,19345
2021-07-11,33515.129,34595.691,33335.398,34249.301,15724
2021-07-12,34249.301,34658.461,32660.381,33088.512,31074
2021-07-13,33088.512,33335.539,32206.141,32737.471,25562
2021-07-14,32737.471,33099.199,31601.99,32820.5,27262
2021-07-15,32820.5,33188.539,31500.75,31718.42,20749
2021-07-16,31867.461,32256.939,31046.141,31401.76,25602
2021-07-17,31401.76,31966.25,31194.16,31546.641,27922
2021-07-18,31546.641,32446.17,31131.67,31806.301,25079
2021-07-19,31806.301,31907.17,30487.109,30847.551,38060
2021-07-20,30847.551,31063.881,29320.09,29795.551,43333
2021-07-21,29795.551,32814.129,29513.881,32139.48,48925
2021-07-22,32139.48,32604.4,31738.48,32299.471,24409
2021-07-23,32299.471,33637.93,32012.619,33637.922,23478
2021-07-24,33637.922,34519.75,33429.09,34282.559,20217
2021-07-25,34282.559,35382.629,33892.359,35369.93,22685
2021-07-26,35369.93,40553.852,35270.238,37269.52,100269
2021-07-27,37269.52,39535.5,36422.449,39496.691,58179
2021-07-28,39496.691,40906.09,38809.891,40030.012,66747
2021-07-29,40030.012,40633.621,39281.828,40030.52,31540
2021-07-30,40030.52,42301.762,38346.18,42231.828,42436
2021-07-31,42231.828,42373.59,41065.609,41474.719,25355
2021-08-01,41474.719,42584.648,39471.539,39870.762,33625
2021-08-02,39870.762,40446.602,38698.012,39158.531,33109
2021-08-03,39158.531,39779.449,37679.219,38189.301,38225
2021-08-04,38189.301,39961.109,37526.238,39738.559,34035
2021-08-05,39738.559,41409.141,37330.039,40888.18,59748
2021-08-06,40888.18,43363.621,39895.051,42852.18,48254
2021-08-07,42852.18,44731.512,42473.57,44617.961,50446
2021-08-08,44617.961,45310.328,43300.59,43827.75,39433
2021-08-09,43827.75,46476.012,42818.07,46292.609,49016
2021-08-10,46292.609,46707.559,44663.199,45601.031,35319
2021-08-11,45601.031,46763.891,45360.512,45556.691,30818
2021-08-12,45556.691,46214.211,43786.398,44425.52,35460
2021-08-13,44425.52,47890.789,44260.379,47832.93,34442
2021-08-14,47832.93,48136.25,46049.281,47102.031,23828
2021-08-15,47102.031,47390.93,45595.219,47015.941,18032
2021-08-16,47015.941,48064.422,45681.102,45927.398,28459
2021-08-17,45927.398,47100.969,44438.789,44684.43,37125
2021-08-18,44684.43,46024.969,44240.898,44714.539,30511
2021-08-19,44714.539,47044.059,43982.211,46761.488,33300
2021-08-20,46761.488,49377.5,46652,49336.449,36326
2021-08-21,49336.449,49809.82,48330.031,48867.871,22928
2021-08-22,48867.871,49512.191,48119.98,49289.711,16835
2021-08-23,49289.711,50513.828,49048.25,49521.059,30374
2021-08-24,49521.059,49859.969,47580.66,47690.539,28718
2021-08-25,47690.539,49257.738,47135.07,48996.441,25061
2021-08-26,48996.441,49358.199,46456.68,46852.219,34276
2021-08-27,46852.219,49166.309,46376.809,49088.102,27872
2021-08-28,49088.102,49306.469,48386.898,48918.898,12815
2021-08-29,48918.898,49653.488,47841.488,48794.262,18983
2021-08-30,48794.262,48878.109,46872.469,46993.309,29046
2021-08-31,46993.309,48252.738,46713.719,47159.262,29947
2021-09-01,47159.262,49062.051,46544.738,48840.012,31823
2021-09-02,48840.012,50374.891,48632.699,49280.77,32516
2021-09-03,49280.77,51056.148,48362.559,50019.512,38496
2021-09-04,50019.512,50549.352,49501.121,49935.289,16795
2021-09-05,49935.289,51890.18,49499.281,51784.16,21382
2021-09-06,51784.16,52766.16,51035.68,52693.32,25622
2021-09-07,52693.32,52919.238,43904.422,46856.309,83874
2021-09-08,46856.309,47362.352,44475.762,46073.449,45638
2021-09-09,46073.449,47335.289,45572.301,46392.852,32273
2021-09-10,46392.852,47026.672,44198.27,44853.102,35701
2021-09-11,44853.102,45987.629,44741.98,45166.121,14599
2021-09-12,45166.121,46403.5,44765.82,46049.719,16366
2021-09-13,46049.719,46821.84,43511.301,44958.559,42623
2021-09-14,44958.559,47263.559,44776.371,47129.012,26751
2021-09-15,47129.012,48457.301,46725.148,48148.449,26904
2021-09-16,48148.449,48498.512,47050.551,47764.469,25702
2021-09-17,47764.469,48172.359,46770.309,47297.98,18941
2021-09-18,47297.98,48808,47066.469,48312.461,15782
2021-09-19,48312.461,48376.301,46864.5,47251.762,14044
2021-09-20,47251.762,47340.488,42552.629,42925.461,64335
2021-09-21,42925.461,43625.93,39767.172,40709.59,70923
2021-09-22,40709.59,44012.219,40589.07,43576.148,42391
2021-09-23,43576.148,44994.172,43108.422,44893.871,32439
2021-09-24,44893.871,45143.18,40807.199,42848.41,58266
2021-09-25,42848.41,42992.941,41710.078,42721.91,16514
2021-09-26,42721.91,43928.488,40825.398,43201.789,26727
2021-09-27,43201.789,44360.41,42139.238,42187.512,25137
2021-09-28,42187.512,42781.238,40924.129,41056.789,30154
2021-09-29,41056.789,42603.18,40790.672,41539.43,26354
2021-09-30,41539.43,44106.602,41436.789,43829.34,33981
2021-10-01,43829.34,48470.129,43304.82,48164.352,53577
2021-10-02,48164.352,48347.691,47468.488,47669.02,16062
2021-10-03,47669.02,49185.34,47137.07,48234.051,18588
2021-10-04,48234.051,49501.211,46944.281,49276.91,34394
2021-10-05,49276.91,51885.031,49087.719,51504.27,40687
2021-10-06,51504.27,55656.672,50439.32,55345.852,64415
2021-10-07,55345.852,55356.398,53465.93,53796.219,44992
2021-10-08,53796.219,56047.91,53666.09,53949.289,29127
2021-10-09,53949.289,55485.199,53696.32,54968.039,14593
2021-10-10,54968.039,56473.629,54131.52,54700.238,23094
2021-10-11,54700.238,57825.98,54448.68,57498.801,31803
2021-10-12,57498.801,57646.93,54098.219,56010.898,33966
2021-10-13,56010.898,57768.98,54279.609,57369,34054
2021-10-14,57369,58514.762,56854.379,57359.211,28061
2021-10-15,57359.211,62889.98,56885.66,61684.961,62050
2021-10-16,61684.961,62341.461,60153.789,60877.77,22943
2021-10-17,60877.77,61698.102,59050.301,61520.539,23336
2021-10-18,61520.539,62662.719,59925.93,62038.16,50489
2021-10-19,62038.16,64468.699,61410.109,64283.969,42983
2021-10-20,64283.969,66980.656,63543.699,66021.023,45364
2021-10-21,66021.023,66645.727,62076.16,62283.961,62097
2021-10-22,62283.961,63731.172,60017.23,60693.59,40476
2021-10-23,60693.59,61733.43,59705.109,61313.09,16232
2021-10-24,61313.09,61481.25,59529.34,60863.559,19158
2021-10-25,60863.559,63709.969,60658.352,63089.039,24693
2021-10-26,63089.039,63290.039,59868.68,60315.68,28107
2021-10-27,60315.68,61473,58128.18,58464.422,45852
2021-10-28,58464.422,62252.078,58145.43,60610.109,51251
2021-10-29,60610.109,62967.449,60269.969,62282.5,35214
2021-10-30,62282.5,62371.52,60774.379,61891.91,15917
2021-10-31,61891.91,62420.57,60022.059,61349.75,19359
2021-11-01,61349.75,62482.309,59554.879,60960.98,31925
2021-11-02,60960.98,64283.57,60677.48,63260.051,36009
2021-11-03,63260.051,63553.52,61057.891,62929.93,29618
2021-11-04,62929.93,63102.859,60745.84,61448.469,23030
2021-11-05,61448.469,62621.969,60789.16,61019.66,20540
2021-11-06,61016.398,61583,60100,61496,29316
2021-11-07,61529.762,63309.57,61406.559,63302.781,14937
2021-11-08,63302.781,67755.461,63302.781,67549.141,39774
